id,slug,journey_title,current_price,currency,price_basis,price_on_request,price_note,reviewer_decision,notes
9c0864b9-a79d-46c4-800c-ddc4dbab54d5,gulangyu-island-day-tour,Gulangyu Island Day Tour,1000,,,false,,,manual_review_required
7e8e641d-4446-490c-9b94-ce19c8a94912,hailar-to-hulunbuir-grassland-arxan-grand-loop-9-day-tour,Hailar to Hulunbuir Grassland & Arxan Grand Loop 9-Day  Tour,1000,,,false,,,manual_review_required
24ded7e2-c63c-4625-b5f9-5f383583633f,hangzhou-cultural-water-town-in-depth-6-day-tour,Hangzhou Cultural & Water Town  In-Depth 6-Day Tour,1000,,,false,,,manual_review_required
591a7e54-4cce-4bc2-940a-338b38b79e2d,hangzhou-to-qiandao-lake-leisure-5-daytour,Hangzhou to Qiandao Lake  Leisure 5-DayTour,1000,,,false,,,manual_review_required
20cb64d6-c2e1-4197-8e78-08e6236d5706,harbin-classic-winter-experience-day-tour,Harbin Classic Winter Experience Day Tour,1000,,,false,,,manual_review_required
a624b439-0fed-495c-bebc-4bd9823a47ff,huangguoshu-waterfall-vip-one-day-tour,Huangguoshu Waterfall VIP One-Day Tour,1000,,,false,,,manual_review_required
fe99d869-cb67-4ba7-8791-ecdfa38c2701,huangshan-to-huizhou-ancient-villages-6-day-tour,Huangshan to Huizhou Ancient Villages 6-Day Tour,1367,,,false,,,manual_review_required
062f363b-eabb-493c-a15b-fe769db12ac5,jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour,Jiuzhaigou & Huanglong by High-Speed Rail 3-Day Tour,786,,,false,,,manual_review_required
68b2dbbd-ed87-4cd4-b420-6e282aa2afe6,kunming-city-western-hill-day-tour,Kunming City & Western Hill Day Tour,1000,,,false,,,manual_review_required
28ae5874-2c8f-4f88-895e-09cb45c36872,leshan-buddha-emei-mountain-2-day-tour,Leshan Buddha & Emei Mountain 2-Day Tour,456,,,false,,,manual_review_required
c1599bf8-9d1a-4494-8401-8c7eff563838,leshan-giant-buddha-day-tour,Leshan Giant Buddha Day Tour,1000,,,false,,,manual_review_required
43afa024-0a6b-42a4-ab24-b582778ad587,lhasa-holy-lakes-classic-tibet-8-day-tour,Lhasa & Holy Lakes  Classic Tibet 8-Day Tour,2828,,,false,,,manual_review_required
0f9d936a-6cd6-443d-a7c8-b2d317a75d6c,libo-karst-landscapes-by-high-speed-rail-day-tour,Libo Karst Landscapes by High-Speed Rail Day Tour,1000,,,false,,,manual_review_required
b4c761e4-b3b1-4568-b173-3ff9ece44388,lijiang-yulong-snow-mountain-day-tour,Lijiang Yulong Snow Mountain Day Tour,1000,,,false,,,manual_review_required
0389826c-8d82-4c3b-b612-2b44c0b2f781,lijiang-to-dali-across-shaxi-ancient-town-day-tour,Lijiang to Dali across Shaxi Ancient Town  Day Tour,1000,,,false,,,manual_review_required
1be89fa2-9420-45b5-bc61-6b9f1c43a43b,lugu-lake-with-mosuo-culture-experience-2-day-tour-,Lugu Lake with Mosuo Culture Experience 2-Day Tour ,1000,,,false,,,manual_review_required
033eb46d-8326-4d1d-8d89-a0d690bc59e9,nanning-to-sino-vietnamese-border-nature-6-day-tour,Nanning to Sino-Vietnamese Border  Nature 6-Day Tour,1000,,,false,,,manual_review_required
22567336-9280-46a9-9309-73f1dc45bf01,phoenix-ancient-town-aizhai-bridge-2-day-tour,Phoenix Ancient Town & Aizhai Bridge 2-Day Tour,1000,,,false,,,manual_review_required
ba5e65c7-23b9-4be6-87fb-886a09de2947,phoenix-ancient-town-by-high-speed-rail-day-tour,Phoenix Ancient Town by High-Speed Rail Day Tour,1000,,,false,,,manual_review_required
fda690c8-6884-4006-a982-305d20426d00,qingdao-beer-sea-mountains-day-tour,"Qingdao Beer, Sea & Mountains Day Tour",1000,,,false,,,manual_review_required
645c7b01-6a18-4246-91b7-69f1311e9ebc,shanghai-suzhou-classic-dual-city-7-day-tour,Shanghai & Suzhou Classic Dual-City 7-Day  Tour,1873,,,false,,,manual_review_required
7b370612-01bb-4812-89c9-0c25a3bb9f70,shanghai-to-tongli-ancient-water-town-day-tour,Shanghai to Tongli Ancient Water Town Day Tour,1000,,,false,,,manual_review_required
1f4c1481-bb45-4ac7-acd0-4aba2550cea1,shanghai-suzhou-nanjing-hangzhou-loop-8-day-tour,"Shanghai, Suzhou, Nanjing & Hangzhou Loop  8-Day Tour",1000,,,false,,,manual_review_required
926c8370-1bea-4470-bdb7-f882ff318cc7,shenzhen-city-culture-landmarks-day-tour,Shenzhen City Culture & Landmarks Day Tour,1000,,,false,,,manual_review_required
991d0029-2312-4301-bb1e-51aa586c122c,sichuan-chengdu-classic-heritage-7-day-tour,"Sichuan, Chengdu  Classic Heritage 7-Day  Tour",1000,,,false,,,manual_review_required
743d03b7-82a9-4d72-9715-10ee9df9f231,siguniang-mountain-2-day-tour,Siguniang Mountain 2-Day Tour,540,,,false,,,manual_review_required
5d2baed2-a662-4fe5-8b49-8d8ee0f16483,tibetan-qiang-villages-with-bipenggou-2-day-tour,Tibetan & Qiang Villages with Bipenggou 2-Day Tour,1000,,,false,,,manual_review_required
d3485450-4186-468d-803d-f6e87fc48cf5,tibetan-qiang-glacier-3-day-in-depth-tour,"Tibetan, Qiang & Glacier 3-Day In-Depth Tour",1000,,,false,,,manual_review_required
8d704e28-7e8c-4134-aa7e-4fe1ab76ce71,tiger-leaping-gorge-hiking-day-tour,Tiger Leaping Gorge Hiking Day Tour,1000,,,false,,,manual_review_required
5cfec52f-1a4f-40a5-af90-29c471461d7a,urumqi-to-altay-winter-wonderland-8-day-tour,Urumqi to Altay Winter Wonderland 8-Day Tour,1000,,,false,,,manual_review_required
d8958be5-72fd-4dfe-acd9-dfad00b1f928,urumqi-to-ili-grassland-nature-loop-tour-7-day-,Urumqi to Ili Grassland Nature Loop Tour 7-Day ,1000,,,false,,,manual_review_required
9cef0680-e565-4507-bf70-24ae7ff50952,western-sichuan-daocheng-yading-nature-9-day-tour,Western Sichuan & Daocheng Yading Nature  9-Day  Tour,1000,,,false,,,manual_review_required
b782a27c-e4c1-4e1b-9a4f-7d01cf71e385,wuhan-historical-architecture-riverfront-day-tour,Wuhan Historical Architecture & Riverfront Day Tour,1000,,,false,,,manual_review_required
6ab8d247-4eae-47dc-b344-17ed2352dd1c,wulong-pengshui-by-high-speed-rail-2-day-tour,Wulong & Pengshui by High-Speed Rail 2-Day Tour,1000,,,false,,,manual_review_required
1a95095c-9f0d-4b6d-a30e-8084a7277304,chongqing-wulong-karst,Wulong Karst 2-Day Discovery Tour,399,,,false,,,manual_review_required
bfd44a68-c631-4e23-950f-f93a7e9231b5,xian-culture-mount-hua-in-depth-4-day-tour,Xi'an Culture & Mount Hua  In-Depth 6-Day Tour,1231,,,false,,,manual_review_required
bbec6b13-4f66-443b-bfde-b36172660e0d,xian-grand-pagoda-ancient-city-wall-day-tour,Xi'an Grand Pagoda & Ancient City Wall Day Tour,300,,,false,,,manual_review_required
ae4e5fd0-f467-4be2-858c-2ee30242b554,xiamen-city-coastal-highlights-day-tour,Xiamen City & Coastal Highlights Day Tour,1000,,,false,,,manual_review_required
8a6bf407-eb4e-4864-8e1d-091ab007ef59,xichang-luojishan-waterfall-hot-spring-day-tour,Xichang & Luojishan Waterfall Hot Spring Day Tour,1000,,,false,,,manual_review_required
2952bb01-6cb2-452e-b1c9-ee25c19b2dcb,xichang-lake-ancient-town-day-tour,Xichang Lake & Ancient Town Day Tour,1000,,,false,,,manual_review_required
1211dc54-4653-4bb1-a925-75fa38477919,xining-to-lhasa-mount-everest-tibet-grand-10-day-tour,Xining to Lhasa & Mount Everest  Tibet Grand 10-Day Tour,3137,,,false,,,manual_review_required
140ce811-9a74-432d-be97-8f7353093a34,xining-to-qinghai-lake-zhangye-dunhuang-grand-10-day-tour,"Xining to Qinghai Lake, Zhangye & Dunhuang Grand 10-Day Tour",1000,,,false,,,manual_review_required
9d4bfc58-201f-40aa-9d95-9101ad4c2f08,xishuangbanna-elephant-valley-dai-garden-day-tour,Xishuangbanna Elephant Valley & Dai Garden Day Tour,1000,,,false,,,manual_review_required
dabc4159-c42e-438e-a1eb-6abd957c9104,xishuangbanna-tropical-temples-villages-day-tour,Xishuangbanna Tropical Temples & Villages Day Tour,1000,,,false,,,manual_review_required
06f935af-8ca1-45e0-bdc3-053b94907cf2,xian-terracotta-warriors-tang-paradise-night-tour,Xi’an: Monumental Guardians & Neon Reveries,186,,,false,,,manual_review_required
ff1ed0c8-1ea1-4ca7-9de2-707844381a68,yangshuo-karst-landscapes-river-cruise-day-tour,Yangshuo Karst Landscapes & River Cruise Day Tour,1000,,,false,,,manual_review_required
1625c038-3464-4a7a-b5d9-c345f195dd74,yangtze-river-cruise-with-century-sakura-4-days-from-chongqing-to-yichang,Yangtze River Cruise with Century Sakura: 4 Days from Chongqing to Yichang,1000,,,false,,,manual_review_required
ef87b1c3-d52a-4e8e-ade7-950e1bceadb3,yunnan-kunming-dali-lijiang-shangri-la-9-day-tour,"Yunnan Kunming, Dali, Lijiang & Shangri-La 9-Day  Tour",2866,,,false,,,manual_review_required
ff987022-70a1-48c7-bed4-3dd33be5f105,yunnan-kunming-xishuangbanna-tengchong-8-day-tour,"Yunnan Kunming, Xishuangbanna & Tengchong 8-Day  Tour",1000,,,false,,,manual_review_required
08579f34-894b-4278-9608-a96f54d2b591,zhangjiajie-fenghuang-classic-7-day-dual-destination-tour,Zhangjiajie & Fenghuang Classic 7-Day Dual-Destination Tour,1827,,,false,,,manual_review_required
31f789ed-e6c2-4acb-a7d3-0fd07937acba,zhangjiajie-5-day-highlights-tour,Zhangjiajie 5-Day Highlights Tour,1000,,,false,,,manual_review_required
