id,slug,canonical_slug,status,journey_type_slug,title,h1,page_title,meta_description,short_description,primary_search_intent,secondary_search_intents,primary_query_concept,title_action,h1_action,page_title_action,meta_description_action,total_score,current_quality_score,optimization_opportunity,search_intent_score,title_meta_score,content_score,route_trust_score,technical_score,internal_link_score,conversion_score,commercial_value_score,score_evidence,priority_band,batch_wave,route_clarity_notes,itinerary_quality_notes,unique_value_notes,trust_notes,faq_count,faq_quality_notes,faq_directions,related_journey_count,related_article_count,internal_linking_notes,suggested_inspiration_links,suggested_journey_links,destination_hub_link,cta_recommendation,archived_references,fact_check_flags
4a22ea8c-15a2-4b39-b1d2-c7b3d3e32fd7,guangzhou-chaoshan-xiamen-cultural-loop-8-day-tour,guangzhou-chaoshan-xiamen-cultural-loop-8-day-tour,active,deep-discovery,"Guangzhou, Chaoshan & Xiamen  Cultural Loop 8-Day Tour","Guangzhou, Chaoshan & Xiamen  Cultural Loop 8-Day Tour","Guangzhou, Chaoshan & Xiamen  Cultural Loop 8-Day Tour","Guangzhou begins, Xiamen ends","Guangzhou begins, Xiamen ends",CULTURE_EXPERIENCE,,Chaoshan + Guangzhou 8-day culture experience,KEEP,KEEP,KEEP,MINOR_EDIT,82,79,21,15,14,15,15,10,0,10,3,search_intent=15; title_meta=14; content=15; route_trust=15; technical=10; internal_link=0; conversion=10; commercial=3; current_quality=79; commercial_value_proxy=3; optimization_opportunity=21,P1,Immediate fix,"Route summary: Guangzhou begins, Xiamen ends",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,Inclusions not surfaced in structured fields. No FAQ content in Journey data.,0,No FAQ in DB; page lacks FAQPage JSON-LD.,Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,0,Weak contextual internal linking: missing related content and insufficient destination/article connections.,Chaoshan travel planning guide (Inspiration hub); deep discovery route planning article,chaoshan-region-cultural-heritage-6-day-tour,Link to Chaoshan destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),2351fc82-887f-4b37-bad7-2c466764e0e0:guangzhou-classic-city-walk-day-tour:possible_archive_substitute_or_merge_candidate; 24ded7e2-c63c-4625-b5f9-5f383583633f:hangzhou-cultural-water-town-in-depth-6-day-tour:possible_archive_substitute_or_merge_candidate; ae4e5fd0-f467-4be2-858c-2ee30242b554:xiamen-city-coastal-highlights-day-tour:possible_archive_substitute_or_merge_candidate,
d2be5f8a-75a3-453a-88e6-a13c8baa70d4,guilin-to-yangshuo-classic-7-day-tour,guilin-to-yangshuo-classic-7-day-tour,active,deep-discovery,Guilin to Yangshuo  Classic 7-Day Tour,Guilin to Yangshuo  Classic 7-Day Tour,Guilin to Yangshuo  Classic 7-Day Tour,"Guilin begins, Guilin ends","Guilin begins, Guilin ends",REGIONAL_ROUTE,,Guilin + Yangshuo 7-day regional route,KEEP,KEEP,KEEP,MINOR_EDIT,84,79,21,15,14,15,15,10,0,10,5,search_intent=15; title_meta=14; content=15; route_trust=15; technical=10; internal_link=0; conversion=10; commercial=5; current_quality=79; commercial_value_proxy=5; optimization_opportunity=21,P1,Immediate fix,"Route summary: Guilin begins, Guilin ends",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,No FAQ content in Journey data.,0,No FAQ in DB; page lacks FAQPage JSON-LD.,Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,0,Weak contextual internal linking: missing related content and insufficient destination/article connections.,Guilin travel planning guide (Inspiration hub); deep discovery route planning article,grand-china-highlights-16-day-multi-city-journey,Link to Guilin destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),,
fe99d869-cb67-4ba7-8791-ecdfa38c2701,huangshan-to-huizhou-ancient-villages-6-day-tour,huangshan-to-huizhou-ancient-villages-6-day-tour,active,deep-discovery,Huangshan to Huizhou Ancient Villages 6-Day Tour,Huangshan to Huizhou Ancient Villages 6-Day Tour,Huangshan to Huizhou Ancient Villages 6-Day Tour,"Huangshan begins, Huangshan ends","Huangshan begins, Huangshan ends",CULTURE_EXPERIENCE,,Huangshan + Huizhou 6-day culture experience,KEEP,KEEP,KEEP,MINOR_EDIT,82,79,21,15,14,15,15,10,0,10,3,search_intent=15; title_meta=14; content=15; route_trust=15; technical=10; internal_link=0; conversion=10; commercial=3; current_quality=79; commercial_value_proxy=3; optimization_opportunity=21,P1,Immediate fix,"Route summary: Huangshan begins, Huangshan ends",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,"High-altitude or seasonal route; needs explicit season, altitude, and fitness guidance. No FAQ content in Journey data.",0,No FAQ in DB; page lacks FAQPage JSON-LD.,Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,0,Weak contextual internal linking: missing related content and insufficient destination/article connections.,Huangshan travel planning guide (Inspiration hub); deep discovery route planning article,,Link to Huangshan destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),,FACT_CHECK_REQUIRED:season_altitude_fitness
aa64bf32-d48f-4d5a-8bb7-e0e85353de5c,jiuzhaigou-cultural-adventure-4-day-tour,jiuzhaigou-cultural-adventure-4-day-tour,active,deep-discovery,Chengdu to Jiuzhaigou & Huanglong 6-Day Nature & Culture Tour,Jiuzhaigou Cultural & Adventure 4-Day Tour,Jiuzhaigou Cultural & Adventure 4-Day Tour,"Chengdu begins, Chengdu ends","Chengdu begins, Chengdu ends",NATURE_ADVENTURE,CULTURE_EXPERIENCE,Chengdu + Huanglong 6-day nature adventure,KEEP,KEEP,KEEP,REWRITE,83,78,22,15,12,15,11,10,5,10,5,search_intent=15; title_meta=12; content=15; route_trust=11; technical=10; internal_link=5; conversion=10; commercial=5; current_quality=78; commercial_value_proxy=5; optimization_opportunity=22,P0,Batch 0 fact check required,"Route summary: Chengdu begins, Chengdu ends Duration mismatch between title/slug/page_title and itinerary/duration fields.",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,"High-altitude or seasonal route; needs explicit season, altitude, and fitness guidance. No FAQ content in Journey data.",0,No FAQ in DB; page lacks FAQPage JSON-LD.,Best season and weather windows; High-speed rail vs road segments; Luggage and pacing; Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,1,Related articles=1; related journeys=0.,Chengdu travel planning guide (Inspiration hub); deep discovery route planning article,jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour; leshan-buddha-emei-mountain-2-day-tour; chengdu-chongqing-double-cities-6-day-tour,Link to Chengdu destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),e468b842-7c59-4258-8d56-8b585566be82:/journeys/chengdu-panda-alley-culture-day-tour:possible_archive_substitute_or_merge_candidate; 3ec32480-b591-470f-bd10-9714c84588ef:chengdu-panda-ancient-irrigation-day-tour:possible_archive_substitute_or_merge_candidate; f0f123a2-0413-4050-99d8-46f2b0cd8ec9:chengdu-panda-dujiangyan-mt-qingcheng-2-day-classic-tour:possible_archive_substitute_or_merge_candidate; 77f512fd-41df-4eee-8d35-4c33623aa637:chengdu-to-ganzi-tibetan-buddhism-pilgrimage-hidden-lands-10-day-tour:possible_archive_substitute_or_merge_candidate; 64ad1143-2c99-4444-a735-195b5c2da099:chengdu-to-xichang-luojishan-6-day-tour:possible_archive_substitute_or_merge_candidate,FACT_CHECK_REQUIRED:duration_consistency|FACT_CHECK_REQUIRED:season_altitude_fitness
062f363b-eabb-493c-a15b-fe769db12ac5,jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour,jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour,active,explore-together,Jiuzhaigou & Huanglong by High-Speed Rail 3-Day Tour,Jiuzhaigou & Huanglong by High-Speed Rail 3-Day Tour | Korascale Travel,Jiuzhaigou & Huanglong by High-Speed Rail 3-Day Tour | Korascale Travel,"Chengdu begins, Chengdu ends","Chengdu begins, Chengdu ends",NATURE_ADVENTURE,,Chengdu + Huanglong 3-day nature adventure,KEEP,KEEP,KEEP,REWRITE,92,88,12,15,12,18,15,10,8,10,4,search_intent=15; title_meta=12; content=18; route_trust=15; technical=10; internal_link=8; conversion=10; commercial=4; current_quality=88; commercial_value_proxy=4; optimization_opportunity=12,P1,Immediate fix,"Route summary: Chengdu begins, Chengdu ends",No structured highlights array.,Explore Together SKU; emphasize same-day logistics and private guide value.,"High-altitude or seasonal route; needs explicit season, altitude, and fitness guidance. No FAQ content in Journey data.",0,No FAQ in DB; page lacks FAQPage JSON-LD.,Best season and weather windows; High-speed rail vs road segments; Luggage and pacing; Pickup area and daily pace; What is included in a private day tour; Customization boundaries,4,1,Related articles=1; related journeys=4.,Chengdu travel planning guide (Inspiration hub); explore together route planning article,chengdu-chongqing-double-cities-6-day-tour; grand-china-highlights-16-day-multi-city-journey; leshan-buddha-emei-mountain-2-day-tour,Link to Chengdu destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),e468b842-7c59-4258-8d56-8b585566be82:/journeys/chengdu-panda-alley-culture-day-tour:possible_archive_substitute_or_merge_candidate; 3ec32480-b591-470f-bd10-9714c84588ef:chengdu-panda-ancient-irrigation-day-tour:possible_archive_substitute_or_merge_candidate; f0f123a2-0413-4050-99d8-46f2b0cd8ec9:chengdu-panda-dujiangyan-mt-qingcheng-2-day-classic-tour:possible_archive_substitute_or_merge_candidate; 77f512fd-41df-4eee-8d35-4c33623aa637:chengdu-to-ganzi-tibetan-buddhism-pilgrimage-hidden-lands-10-day-tour:possible_archive_substitute_or_merge_candidate; 64ad1143-2c99-4444-a735-195b5c2da099:chengdu-to-xichang-luojishan-6-day-tour:possible_archive_substitute_or_merge_candidate,FACT_CHECK_REQUIRED:season_altitude_fitness
28ae5874-2c8f-4f88-895e-09cb45c36872,leshan-buddha-emei-mountain-2-day-tour,leshan-buddha-emei-mountain-2-day-tour,active,explore-together,Leshan Buddha & Emei Mountain 2-Day Tour,Leshan Buddha & Emei Mountain 2-Day Tour | Korascale Travel,Leshan Buddha & Emei Mountain 2-Day Tour | Korascale Travel,"Chengdu begins, Chengdu ends","Chengdu begins, Chengdu ends",MULTI_DAY_ITINERARY,NATURE_ADVENTURE,Chengdu + Emei Mountain 2-day multi day itinerary,KEEP,KEEP,KEEP,REWRITE,87,85,15,15,12,18,15,10,5,10,2,search_intent=15; title_meta=12; content=18; route_trust=15; technical=10; internal_link=5; conversion=10; commercial=2; current_quality=85; commercial_value_proxy=2; optimization_opportunity=15,P2,Batch 2,"Route summary: Chengdu begins, Chengdu ends",No structured highlights array.,Explore Together SKU; emphasize same-day logistics and private guide value.,"High-altitude or seasonal route; needs explicit season, altitude, and fitness guidance. No FAQ content in Journey data.",0,No FAQ in DB; page lacks FAQPage JSON-LD.,Pickup area and daily pace; What is included in a private day tour; Customization boundaries,4,0,Related articles=0; related journeys=4.,Chengdu travel planning guide (Inspiration hub); explore together route planning article,chengdu-chongqing-double-cities-6-day-tour; grand-china-highlights-16-day-multi-city-journey; jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour,Link to Chengdu destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),e468b842-7c59-4258-8d56-8b585566be82:/journeys/chengdu-panda-alley-culture-day-tour:possible_archive_substitute_or_merge_candidate; 3ec32480-b591-470f-bd10-9714c84588ef:chengdu-panda-ancient-irrigation-day-tour:possible_archive_substitute_or_merge_candidate; f0f123a2-0413-4050-99d8-46f2b0cd8ec9:chengdu-panda-dujiangyan-mt-qingcheng-2-day-classic-tour:possible_archive_substitute_or_merge_candidate; 77f512fd-41df-4eee-8d35-4c33623aa637:chengdu-to-ganzi-tibetan-buddhism-pilgrimage-hidden-lands-10-day-tour:possible_archive_substitute_or_merge_candidate; 64ad1143-2c99-4444-a735-195b5c2da099:chengdu-to-xichang-luojishan-6-day-tour:possible_archive_substitute_or_merge_candidate,FACT_CHECK_REQUIRED:season_altitude_fitness
43afa024-0a6b-42a4-ab24-b582778ad587,lhasa-holy-lakes-classic-tibet-8-day-tour,lhasa-holy-lakes-classic-tibet-8-day-tour,active,deep-discovery,Lhasa & Holy Lakes  Classic Tibet 8-Day Tour,Lhasa & Holy Lakes  Classic Tibet 8-Day Tour,Lhasa & Holy Lakes  Classic Tibet 8-Day Tour,"Lhasa begins, Lhasa ends","Lhasa begins, Lhasa ends",REGIONAL_ROUTE,,Lhasa + Tibet 8-day regional route,KEEP,KEEP,KEEP,MINOR_EDIT,89,84,16,15,14,15,15,10,5,10,5,search_intent=15; title_meta=14; content=15; route_trust=15; technical=10; internal_link=5; conversion=10; commercial=5; current_quality=84; commercial_value_proxy=5; optimization_opportunity=16,P1,Immediate fix,"Route summary: Lhasa begins, Lhasa ends",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,"High-altitude or seasonal route; needs explicit season, altitude, and fitness guidance. No FAQ content in Journey data.",0,No FAQ in DB; page lacks FAQPage JSON-LD.,Best season and altitude acclimatization; Permits and travel pace; Fitness requirements; Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,1,Related articles=1; related journeys=0.,Lhasa travel planning guide (Inspiration hub); deep discovery route planning article,jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour; siguniang-mountain-2-day-tour; grand-china-highlands-nature-18-day-journey,Link to Lhasa destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),f0f123a2-0413-4050-99d8-46f2b0cd8ec9:chengdu-panda-dujiangyan-mt-qingcheng-2-day-classic-tour:possible_archive_substitute_or_merge_candidate; 77f512fd-41df-4eee-8d35-4c33623aa637:chengdu-to-ganzi-tibetan-buddhism-pilgrimage-hidden-lands-10-day-tour:possible_archive_substitute_or_merge_candidate; ce8fcb42-c0a8-4925-b4e0-540cac40b7e1:chongqing-wulong-classic-6-day-tour:possible_archive_substitute_or_merge_candidate; 2351fc82-887f-4b37-bad7-2c466764e0e0:guangzhou-classic-city-walk-day-tour:possible_archive_substitute_or_merge_candidate; 20cb64d6-c2e1-4197-8e78-08e6236d5706:harbin-classic-winter-experience-day-tour:possible_archive_substitute_or_merge_candidate,FACT_CHECK_REQUIRED:season_altitude_fitness
645c7b01-6a18-4246-91b7-69f1311e9ebc,shanghai-suzhou-classic-dual-city-7-day-tour,shanghai-suzhou-classic-dual-city-7-day-tour,active,deep-discovery,Shanghai & Suzhou Classic Dual-City 7-Day  Tour,Shanghai & Suzhou Classic Dual-City 7-Day  Tour,Shanghai & Suzhou Classic Dual-City 7-Day  Tour,"Shanghai begins, Shanghai ends","Shanghai begins, Shanghai ends",CITY_COMBINATION,,Shanghai + Suzhou 7-day city combination,KEEP,KEEP,KEEP,MINOR_EDIT,84,79,21,15,14,15,15,10,0,10,5,search_intent=15; title_meta=14; content=15; route_trust=15; technical=10; internal_link=0; conversion=10; commercial=5; current_quality=79; commercial_value_proxy=5; optimization_opportunity=21,P1,Batch 1 template rewrite,"Route summary: Shanghai begins, Shanghai ends",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,No FAQ content in Journey data.,0,No FAQ in DB; page lacks FAQPage JSON-LD.,Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,0,Weak contextual internal linking: missing related content and insufficient destination/article connections.,Shanghai travel planning guide (Inspiration hub); deep discovery route planning article,grand-china-highlands-nature-18-day-journey; grand-china-highlights-16-day-multi-city-journey,Link to Shanghai destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),,
743d03b7-82a9-4d72-9715-10ee9df9f231,siguniang-mountain-2-day-tour,siguniang-mountain-2-day-tour,active,explore-together,Siguniang Mountain 2-Day Tour,Siguniang Mountain 2-Day Tour | Korascale Travel,Siguniang Mountain 2-Day Tour | Korascale Travel,"Chengdu begins, Chengdu ends","Chengdu begins, Chengdu ends",NATURE_ADVENTURE,,Chengdu + Siguniang Mountain 2-day nature adventure,KEEP,KEEP,KEEP,REWRITE,87,85,15,15,12,18,15,10,5,10,2,search_intent=15; title_meta=12; content=18; route_trust=15; technical=10; internal_link=5; conversion=10; commercial=2; current_quality=85; commercial_value_proxy=2; optimization_opportunity=15,P2,Batch 2,"Route summary: Chengdu begins, Chengdu ends",No structured highlights array.,Explore Together SKU; emphasize same-day logistics and private guide value.,"High-altitude or seasonal route; needs explicit season, altitude, and fitness guidance. No FAQ content in Journey data.",0,No FAQ in DB; page lacks FAQPage JSON-LD.,Best season and weather windows; High-speed rail vs road segments; Luggage and pacing; Pickup area and daily pace; What is included in a private day tour; Customization boundaries,4,0,Related articles=0; related journeys=4.,Chengdu travel planning guide (Inspiration hub); explore together route planning article,chengdu-chongqing-double-cities-6-day-tour; grand-china-highlights-16-day-multi-city-journey; jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour,Link to Chengdu destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),e468b842-7c59-4258-8d56-8b585566be82:/journeys/chengdu-panda-alley-culture-day-tour:possible_archive_substitute_or_merge_candidate; 3ec32480-b591-470f-bd10-9714c84588ef:chengdu-panda-ancient-irrigation-day-tour:possible_archive_substitute_or_merge_candidate; f0f123a2-0413-4050-99d8-46f2b0cd8ec9:chengdu-panda-dujiangyan-mt-qingcheng-2-day-classic-tour:possible_archive_substitute_or_merge_candidate; 77f512fd-41df-4eee-8d35-4c33623aa637:chengdu-to-ganzi-tibetan-buddhism-pilgrimage-hidden-lands-10-day-tour:possible_archive_substitute_or_merge_candidate; 64ad1143-2c99-4444-a735-195b5c2da099:chengdu-to-xichang-luojishan-6-day-tour:possible_archive_substitute_or_merge_candidate,FACT_CHECK_REQUIRED:season_altitude_fitness
bfd44a68-c631-4e23-950f-f93a7e9231b5,xian-culture-mount-hua-in-depth-4-day-tour,xian-culture-mount-hua-in-depth-4-day-tour,active,deep-discovery,Xi'an Culture & Mount Hua  In-Depth 6-Day Tour,Xi'an Culture & Mount Hua  In-Depth 4-Day Tour,Xi'an Culture & Mount Hua  In-Depth 4-Day Tour,"Xi'an begins, Xi'an ends","Xi'an begins, Xi'an ends",NATURE_ADVENTURE,CULTURE_EXPERIENCE,Xi'an 6-day nature adventure,KEEP,KEEP,KEEP,MINOR_EDIT,81,76,24,15,14,15,12,10,0,10,5,search_intent=15; title_meta=14; content=15; route_trust=12; technical=10; internal_link=0; conversion=10; commercial=5; current_quality=76; commercial_value_proxy=5; optimization_opportunity=24,P0,Batch 0 fact check required,"Route summary: Xi'an begins, Xi'an ends Duration mismatch between title/slug/page_title and itinerary/duration fields.",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,No FAQ content in Journey data.,0,No FAQ in DB; page lacks FAQPage JSON-LD.,Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,0,Weak contextual internal linking: missing related content and insufficient destination/article connections.,Xi'an travel planning guide (Inspiration hub); deep discovery route planning article,xian-terracotta-warriors-tang-paradise-night-tour; beijing-to-shanxi-ancient-architecture-with-black-myth-wukong-inspirations-6-day-tour,Link to Xi'an destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),e468b842-7c59-4258-8d56-8b585566be82:/journeys/chengdu-panda-alley-culture-day-tour:possible_archive_substitute_or_merge_candidate; fd6b7c12-c11d-4ae4-9a84-d451bc2fe372:dai-village-nannuo-mountain-tea-culture-day-tour:possible_archive_substitute_or_merge_candidate; f699fa20-3732-4bd0-8379-974e9a35420c:dali-cangshan-mountain-with-chongsheng-three-pagodas-day-tour:possible_archive_substitute_or_merge_candidate; 6c8279a0-ecad-4b80-9ad0-069b104c407d:guizhou-to-waterfalls-karst-minority-cultures-8-day-panorama-tour:possible_archive_substitute_or_merge_candidate; 24ded7e2-c63c-4625-b5f9-5f383583633f:hangzhou-cultural-water-town-in-depth-6-day-tour:possible_archive_substitute_or_merge_candidate,FACT_CHECK_REQUIRED:duration_consistency
06f935af-8ca1-45e0-bdc3-053b94907cf2,xian-terracotta-warriors-tang-paradise-night-tour,xian-terracotta-warriors-tang-paradise-night-tour,active,explore-together,Xi’an: Monumental Guardians & Neon Reveries,Xi'an Terracotta Warriors & Tang Paradise Night Tour,Xi'an Terracotta Warriors & Tang Paradise Night Tour,Uncovering the Subterranean Scale of Ancient Empires and the Radiant Spectacle of China’s Cultural Renaissance.,Uncovering the Subterranean Scale of Ancient Empires and the Radiant Spectacle of China’s Cultural Renaissance.,SPECIAL_INTEREST,DAY_TOUR,Xi'an 1-day special interest,REWRITE,KEEP,MINOR_EDIT,REWRITE,69,65,35,10,6,14,15,10,0,10,4,search_intent=10; title_meta=6; content=14; route_trust=15; technical=10; internal_link=0; conversion=10; commercial=4; current_quality=65; commercial_value_proxy=4; optimization_opportunity=35,P1,Batch 1 template rewrite,Route summary: Uncovering the Subterranean Scale of Ancient Empires and the Radiant Spectacle of China’s Cultural Renaissance.,No structured highlights array. Marketing copy uses abstract phrasing instead of concrete day-by-day specifics.,Explore Together SKU; emphasize same-day logistics and private guide value.,No FAQ content in Journey data.,0,No FAQ in DB; page lacks FAQPage JSON-LD.,Who this route suits; Typical hotel standard and flexibility; How private customization works,0,0,Weak contextual internal linking: missing related content and insufficient destination/article connections.,Xi'an travel planning guide (Inspiration hub); explore together route planning article,beijing-to-shanxi-ancient-architecture-with-black-myth-wukong-inspirations-6-day-tour; xian-culture-mount-hua-in-depth-4-day-tour,Link to Xi'an destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),1654f129-046a-4daf-b595-a2fd00f13cc3:guilin-city-highlights-night-cruise-day-tour:possible_archive_substitute_or_merge_candidate,
1211dc54-4653-4bb1-a925-75fa38477919,xining-to-lhasa-mount-everest-tibet-grand-10-day-tour,xining-to-lhasa-mount-everest-tibet-grand-10-day-tour,active,deep-discovery,Xining to Lhasa & Mount Everest  Tibet Grand 10-Day Tour,Xining to Lhasa & Mount Everest  Tibet Grand 10-Day Tour,Xining to Lhasa & Mount Everest  Tibet Grand 10-Day Tour,"Xining begins, Lhasa ends","Xining begins, Lhasa ends",NATURE_ADVENTURE,,Lhasa + Mount Everest 10-day nature adventure,KEEP,KEEP,KEEP,MINOR_EDIT,89,84,16,15,14,15,15,10,5,10,5,search_intent=15; title_meta=14; content=15; route_trust=15; technical=10; internal_link=5; conversion=10; commercial=5; current_quality=84; commercial_value_proxy=5; optimization_opportunity=16,P1,Batch 1 template rewrite,"Route summary: Xining begins, Lhasa ends",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,"High-altitude or seasonal route; needs explicit season, altitude, and fitness guidance. No FAQ content in Journey data.",0,No FAQ in DB; page lacks FAQPage JSON-LD.,Best season and altitude acclimatization; Permits and travel pace; Fitness requirements; Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,1,Related articles=1; related journeys=0.,Lhasa travel planning guide (Inspiration hub); deep discovery route planning article,jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour; siguniang-mountain-2-day-tour; grand-china-highlands-nature-18-day-journey,Link to Lhasa destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),77f512fd-41df-4eee-8d35-4c33623aa637:chengdu-to-ganzi-tibetan-buddhism-pilgrimage-hidden-lands-10-day-tour:possible_archive_substitute_or_merge_candidate; fd6b7c12-c11d-4ae4-9a84-d451bc2fe372:dai-village-nannuo-mountain-tea-culture-day-tour:possible_archive_substitute_or_merge_candidate; f699fa20-3732-4bd0-8379-974e9a35420c:dali-cangshan-mountain-with-chongsheng-three-pagodas-day-tour:possible_archive_substitute_or_merge_candidate; 7e8e641d-4446-490c-9b94-ce19c8a94912:hailar-to-hulunbuir-grassland-arxan-grand-loop-9-day-tour:possible_archive_substitute_or_merge_candidate; b4c761e4-b3b1-4568-b173-3ff9ece44388:lijiang-yulong-snow-mountain-day-tour:possible_archive_substitute_or_merge_candidate,FACT_CHECK_REQUIRED:season_altitude_fitness
ef87b1c3-d52a-4e8e-ade7-950e1bceadb3,yunnan-kunming-dali-lijiang-shangri-la-9-day-tour,yunnan-kunming-dali-lijiang-shangri-la-9-day-tour,active,deep-discovery,"Yunnan Kunming, Dali, Lijiang & Shangri-La 9-Day  Tour","Yunnan Kunming, Dali, Lijiang & Shangri-La 9-Day  Tour","Yunnan Kunming, Dali, Lijiang & Shangri-La 9-Day  Tour","Kunming begins, Shangri-La ends","Kunming begins, Shangri-La ends",REGIONAL_ROUTE,,Dali + Kunming 9-day regional route,KEEP,KEEP,KEEP,MINOR_EDIT,84,79,21,15,14,15,15,10,0,10,5,search_intent=15; title_meta=14; content=15; route_trust=15; technical=10; internal_link=0; conversion=10; commercial=5; current_quality=79; commercial_value_proxy=5; optimization_opportunity=21,P1,Batch 1 template rewrite,"Route summary: Kunming begins, Shangri-La ends",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,No FAQ content in Journey data.,0,No FAQ in DB; page lacks FAQPage JSON-LD.,Pickup area and daily pace; What is included in a private day tour; Customization boundaries,0,0,Weak contextual internal linking: missing related content and insufficient destination/article connections.,Dali travel planning guide (Inspiration hub); deep discovery route planning article,badaling-great-wall-day-tour; grand-china-highlands-nature-18-day-journey,Link to Dali destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),,
08579f34-894b-4278-9608-a96f54d2b591,zhangjiajie-fenghuang-classic-7-day-dual-destination-tour,zhangjiajie-fenghuang-classic-7-day-dual-destination-tour,active,deep-discovery,Zhangjiajie & Fenghuang Classic 7-Day Dual-Destination Tour,Zhangjiajie & Fenghuang Classic 7-Day Dual-Destination Tour,Zhangjiajie & Fenghuang Classic 7-Day Dual-Destination Tour,"Zhangjiajie begins, Zhangjiajie ends","Zhangjiajie begins, Zhangjiajie ends",NATURE_ADVENTURE,,Fenghuang + Zhangjiajie 7-day nature adventure,KEEP,KEEP,KEEP,MINOR_EDIT,82,79,21,15,14,15,15,10,0,10,3,search_intent=15; title_meta=14; content=15; route_trust=15; technical=10; internal_link=0; conversion=10; commercial=3; current_quality=79; commercial_value_proxy=3; optimization_opportunity=21,P1,Immediate fix,"Route summary: Zhangjiajie begins, Zhangjiajie ends",Itinerary copy appears thin relative to day count (proxy heuristic). No structured highlights array.,Deep Discovery multi-day route; differentiation should come from city sequence and pacing.,No FAQ content in Journey data.,0,No FAQ in DB; page lacks FAQPage JSON-LD.,Who this route suits; Typical hotel standard and flexibility; How private customization works,0,0,Weak contextual internal linking: missing related content and insufficient destination/article connections.,Fenghuang travel planning guide (Inspiration hub); deep discovery route planning article,,Link to Fenghuang destination hub when available,Journey-specific inquiry CTA with slug context (current page pattern),,
