id,current_slug,proposed_slug,current_status,proposed_status,current_type,proposed_type,seo_complete,price_complete,redirect_required,manual_review_required,reason
991d0029-2312-4301-bb1e-51aa586c122c,sichuan-chengdu-classic-heritage-7-day-tour,sichuan-chengdu-classic-heritage-7-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
535ac95b-f891-4e1c-916f-57028d7cb9e0,chengdu-chongqing-double-cities-6-day-tour,chengdu-chongqing-double-cities-6-day-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
ce8fcb42-c0a8-4925-b4e0-540cac40b7e1,chongqing-wulong-classic-6-day-tour,chongqing-wulong-classic-6-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
a1d410d7-a3c1-4333-bc5f-52befea2acd2,guiyang-to-qiannan-panoramic-explorer-9-day-tour,guiyang-to-qiannan-panoramic-explorer-9-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
6c8279a0-ecad-4b80-9ad0-069b104c407d,guizhou-to-waterfalls-karst-minority-cultures-8-day-panorama-tour,guizhou-to-waterfalls-karst-minority-cultures-8-day-panorama-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
31f789ed-e6c2-4acb-a7d3-0fd07937acba,zhangjiajie-5-day-highlights-tour,zhangjiajie-5-day-highlights-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
08579f34-894b-4278-9608-a96f54d2b591,zhangjiajie-fenghuang-classic-7-day-dual-destination-tour,zhangjiajie-fenghuang-classic-7-day-dual-destination-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
645c7b01-6a18-4246-91b7-69f1311e9ebc,shanghai-suzhou-classic-dual-city-7-day-tour,shanghai-suzhou-classic-dual-city-7-day-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
1f4c1481-bb45-4ac7-acd0-4aba2550cea1,shanghai-suzhou-nanjing-hangzhou-loop-8-day-tour,shanghai-suzhou-nanjing-hangzhou-loop-8-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
24ded7e2-c63c-4625-b5f9-5f383583633f,hangzhou-cultural-water-town-in-depth-6-day-tour,hangzhou-cultural-water-town-in-depth-6-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
591a7e54-4cce-4bc2-940a-338b38b79e2d,hangzhou-to-qiandao-lake-leisure-5-daytour,hangzhou-to-qiandao-lake-leisure-5-daytour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
fe99d869-cb67-4ba7-8791-ecdfa38c2701,huangshan-to-huizhou-ancient-villages-6-day-tour,huangshan-to-huizhou-ancient-villages-6-day-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
4a22ea8c-15a2-4b39-b1d2-c7b3d3e32fd7,guangzhou-chaoshan-xiamen-cultural-loop-8-day-tour,guangzhou-chaoshan-xiamen-cultural-loop-8-day-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
12da1d30-0d8d-49df-b350-fe6880c56ab8,chaoshan-region-cultural-heritage-6-day-tour,chaoshan-region-cultural-heritage-6-day-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
033eb46d-8326-4d1d-8d89-a0d690bc59e9,nanning-to-sino-vietnamese-border-nature-6-day-tour,nanning-to-sino-vietnamese-border-nature-6-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
d2be5f8a-75a3-453a-88e6-a13c8baa70d4,guilin-to-yangshuo-classic-7-day-tour,guilin-to-yangshuo-classic-7-day-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
d8958be5-72fd-4dfe-acd9-dfad00b1f928,urumqi-to-ili-grassland-nature-loop-tour-7-day-,urumqi-to-ili-grassland-nature-loop-tour-7-day,inactive,archived,Deep Discovery,deep-discovery,false,false,true,false,manual_review: add currency and price_basis columns after confirmation
5cfec52f-1a4f-40a5-af90-29c471461d7a,urumqi-to-altay-winter-wonderland-8-day-tour,urumqi-to-altay-winter-wonderland-8-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
fd744425-8680-496a-aa47-74a07ff0f5e3,dunhuang-to-turpan-kumtag-desert-8-day-off-road-adventure-tour,dunhuang-to-turpan-kumtag-desert-8-day-off-road-adventure-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
140ce811-9a74-432d-be97-8f7353093a34,xining-to-qinghai-lake-zhangye-dunhuang-grand-10-day-tour,xining-to-qinghai-lake-zhangye-dunhuang-grand-10-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
bfd44a68-c631-4e23-950f-f93a7e9231b5,xian-culture-mount-hua-in-depth-4-day-tour,xian-culture-mount-hua-in-depth-4-day-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
4d3bbbb8-3907-459b-af10-181ace7af8ec,beijing-to-shanxi-ancient-architecture-with-black-myth-wukong-inspirations-6-day-tour-,beijing-to-shanxi-ancient-architecture-with-black-myth-wukong-inspirations-6-day-tour,active,active,Deep Discovery,deep-discovery,false,false,true,false,manual_review: add currency and price_basis columns after confirmation
8f3cdc36-f243-45da-b3b5-ecfba83929a6,beijing-cultural-highlights-and-iconic-sights-5-multi-days-tour,beijing-cultural-highlights-and-iconic-sights-5-multi-days-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
7e8e641d-4446-490c-9b94-ce19c8a94912,hailar-to-hulunbuir-grassland-arxan-grand-loop-9-day-tour,hailar-to-hulunbuir-grassland-arxan-grand-loop-9-day-tour,inactive,archived,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
7b370612-01bb-4812-89c9-0c25a3bb9f70,shanghai-to-tongli-ancient-water-town-day-tour,shanghai-to-tongli-ancient-water-town-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
aa64bf32-d48f-4d5a-8bb7-e0e85353de5c,jiuzhaigou-cultural-adventure-4-day-tour,jiuzhaigou-cultural-adventure-4-day-tour,active,active,Deep Discovery,deep-discovery,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
bbec6b13-4f66-443b-bfde-b36172660e0d,xian-grand-pagoda-ancient-city-wall-day-tour,xian-grand-pagoda-ancient-city-wall-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
06f935af-8ca1-45e0-bdc3-053b94907cf2,xian-terracotta-warriors-tang-paradise-night-tour,xian-terracotta-warriors-tang-paradise-night-tour,active,active,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
68262f66-90f9-4f2f-822e-51865bde7967,beijing-imperial-temple-garden-hutongs-day-tour,beijing-imperial-temple-garden-hutongs-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
d5e5c0e9-6549-497a-97a3-4843621da5dc,beijing-to-mutianyu-great-wall-day-tour,beijing-to-mutianyu-great-wall-day-tour,active,active,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
37f6a3ae-f758-4449-83f5-e036c83f189d,badaling-great-wall-day-tour,badaling-great-wall-day-tour,active,active,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
87788afb-8344-4dbe-92e9-4ad41f660cd5,datong-to-yungang-grottoes-hanging-temple-day-tour,datong-to-yungang-grottoes-hanging-temple-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
fda690c8-6884-4006-a982-305d20426d00,qingdao-beer-sea-mountains-day-tour,qingdao-beer-sea-mountains-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
20cb64d6-c2e1-4197-8e78-08e6236d5706,harbin-classic-winter-experience-day-tour,harbin-classic-winter-experience-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
b782a27c-e4c1-4e1b-9a4f-7d01cf71e385,wuhan-historical-architecture-riverfront-day-tour,wuhan-historical-architecture-riverfront-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
68b2dbbd-ed87-4cd4-b420-6e282aa2afe6,kunming-city-western-hill-day-tour,kunming-city-western-hill-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
490aea2d-6cff-47f4-a9fa-5131ff160d06,fujian-tulou-day-tour,fujian-tulou-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
ae4e5fd0-f467-4be2-858c-2ee30242b554,xiamen-city-coastal-highlights-day-tour,xiamen-city-coastal-highlights-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
9c0864b9-a79d-46c4-800c-ddc4dbab54d5,gulangyu-island-day-tour,gulangyu-island-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
926c8370-1bea-4470-bdb7-f882ff318cc7,shenzhen-city-culture-landmarks-day-tour,shenzhen-city-culture-landmarks-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
2351fc82-887f-4b37-bad7-2c466764e0e0,guangzhou-classic-city-walk-day-tour,guangzhou-classic-city-walk-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
ff1ed0c8-1ea1-4ca7-9de2-707844381a68,yangshuo-karst-landscapes-river-cruise-day-tour,yangshuo-karst-landscapes-river-cruise-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
1654f129-046a-4daf-b595-a2fd00f13cc3,guilin-city-highlights-night-cruise-day-tour,guilin-city-highlights-night-cruise-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
fd6b7c12-c11d-4ae4-9a84-d451bc2fe372,dai-village-nannuo-mountain-tea-culture-day-tour,dai-village-nannuo-mountain-tea-culture-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
9d4bfc58-201f-40aa-9d95-9101ad4c2f08,xishuangbanna-elephant-valley-dai-garden-day-tour,xishuangbanna-elephant-valley-dai-garden-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
dabc4159-c42e-438e-a1eb-6abd957c9104,xishuangbanna-tropical-temples-villages-day-tour,xishuangbanna-tropical-temples-villages-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
0389826c-8d82-4c3b-b612-2b44c0b2f781,lijiang-to-dali-across-shaxi-ancient-town-day-tour,lijiang-to-dali-across-shaxi-ancient-town-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
1be89fa2-9420-45b5-bc61-6b9f1c43a43b,lugu-lake-with-mosuo-culture-experience-2-day-tour-,lugu-lake-with-mosuo-culture-experience-2-day-tour,inactive,archived,Explore Together,explore-together,false,false,true,false,manual_review: add currency and price_basis columns after confirmation
8d704e28-7e8c-4134-aa7e-4fe1ab76ce71,tiger-leaping-gorge-hiking-day-tour,tiger-leaping-gorge-hiking-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
b4c761e4-b3b1-4568-b173-3ff9ece44388,lijiang-yulong-snow-mountain-day-tour,lijiang-yulong-snow-mountain-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
f699fa20-3732-4bd0-8379-974e9a35420c,dali-cangshan-mountain-with-chongsheng-three-pagodas-day-tour-,dali-cangshan-mountain-with-chongsheng-three-pagodas-day-tour,inactive,archived,Explore Together,explore-together,false,false,true,false,manual_review: add currency and price_basis columns after confirmation
1efb5a6e-8b7e-43ca-9dde-9e6587bee8ba,erhai-lake-loop-day-tour,erhai-lake-loop-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
cf231b9a-9022-477f-a583-04e5711a659c,guiyang-city-highlights-day-tour,guiyang-city-highlights-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
0f9d936a-6cd6-443d-a7c8-b2d317a75d6c,libo-karst-landscapes-by-high-speed-rail-day-tour,libo-karst-landscapes-by-high-speed-rail-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
a624b439-0fed-495c-bebc-4bd9823a47ff,huangguoshu-waterfall-vip-one-day-tour,huangguoshu-waterfall-vip-one-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
c1599bf8-9d1a-4494-8401-8c7eff563838,leshan-giant-buddha-day-tour,leshan-giant-buddha-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
1625c038-3464-4a7a-b5d9-c345f195dd74,yangtze-river-cruise-with-century-sakura-4-days-from-chongqing-to-yichang,yangtze-river-cruise-with-century-sakura-4-days-from-chongqing-to-yichang,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
ba5e65c7-23b9-4be6-87fb-886a09de2947,phoenix-ancient-town-by-high-speed-rail-day-tour,phoenix-ancient-town-by-high-speed-rail-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
743d03b7-82a9-4d72-9715-10ee9df9f231,siguniang-mountain-2-day-tour,siguniang-mountain-2-day-tour,active,active,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
d3485450-4186-468d-803d-f6e87fc48cf5,tibetan-qiang-glacier-3-day-in-depth-tour,tibetan-qiang-glacier-3-day-in-depth-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
5d2baed2-a662-4fe5-8b49-8d8ee0f16483,tibetan-qiang-villages-with-bipenggou-2-day-tour,tibetan-qiang-villages-with-bipenggou-2-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
6ab8d247-4eae-47dc-b344-17ed2352dd1c,wulong-pengshui-by-high-speed-rail-2-day-tour,wulong-pengshui-by-high-speed-rail-2-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
d48f2466-e466-4801-886c-cd28c6cc97c6,chongqing-highlights-magic-cityscape-day-tour,chongqing-highlights-magic-cityscape-day-tour,active,active,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
f0f123a2-0413-4050-99d8-46f2b0cd8ec9,chengdu-panda-dujiangyan-mt-qingcheng-2-day-classic-tour,chengdu-panda-dujiangyan-mt-qingcheng-2-day-classic-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
22567336-9280-46a9-9309-73f1dc45bf01,phoenix-ancient-town-aizhai-bridge-2-day-tour,phoenix-ancient-town-aizhai-bridge-2-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
062f363b-eabb-493c-a15b-fe769db12ac5,jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour,jiuzhaigou-huanglong-by-high-speed-rail-3-day-tour,active,active,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
2952bb01-6cb2-452e-b1c9-ee25c19b2dcb,xichang-lake-ancient-town-day-tour,xichang-lake-ancient-town-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
6cbaf3e2-63ef-4d78-b1cb-1ed4ef635d13,chongqing-retro-modern-day-tour,chongqing-retro-modern-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
28ae5874-2c8f-4f88-895e-09cb45c36872,leshan-buddha-emei-mountain-2-day-tour,leshan-buddha-emei-mountain-2-day-tour,active,active,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
8a6bf407-eb4e-4864-8e1d-091ab007ef59,xichang-luojishan-waterfall-hot-spring-day-tour,xichang-luojishan-waterfall-hot-spring-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
3ec32480-b591-470f-bd10-9714c84588ef,chengdu-panda-ancient-irrigation-day-tour,chengdu-panda-ancient-irrigation-day-tour,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
1a95095c-9f0d-4b6d-a30e-8084a7277304,chongqing-wulong-karst,chongqing-wulong-karst,inactive,archived,Explore Together,explore-together,false,false,false,false,manual_review: add currency and price_basis columns after confirmation
e468b842-7c59-4258-8d56-8b585566be82,chengdu-panda-alley-culture-day-tour,chengdu-panda-alley-culture-day-tour,inactive,archived,,MANUAL_REVIEW,false,false,false,true,Missing journey_type in column and JSONB | Slug contains /journeys/ path prefix | manual_review: add currency and price_basis columns after confirmation
